,Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area,City,Price_in_taka,Location
910,"1040 Sq Ft Apartment With 2 Bedrooms For Sale In Section 15, Mirpur",2.0,2.0,5,vacant,1040.0,dhaka,"৳6,200,000","Section 15, Mirpur"
911,"View This 1350 Sq Ft Residential Flat For Sale In Mirpur, Middle Monipur",3.0,3.0,1,vacant,1350.0,dhaka,"৳8,500,000","Middle Monipur, Mirpur"
912,1660 Sq Ft Decent Flat With 3 Bedrooms For Sale In Uttara-12,3.0,3.0,1,vacant,1660.0,dhaka,"৳10,500,000","Sector 12, Uttara"
913,"Take A Look At This 1497 Sq Ft Apartment For Sale In Agargaon, Taltola",4.0,4.0,1,vacant,1497.0,dhaka,"৳9,500,000","Taltola, Agargaon"
914,Suitable 1000 Sq Ft Residential Flat For Sale In Mirpur,3.0,2.0,4,vacant,1000.0,dhaka,"৳6,500,000","Section 1, Mirpur"
915,"At Mirpur, A 700 Sq Ft Residential Property Is On Sale",3.0,1.0,5,vacant,700.0,dhaka,"৳2,000,000","Section 1, Mirpur"
916,"Make This 925 Sq Ft Flat Your Next Residing Location, Which Is Up To Sale In Uttara Near City Bank",2.0,2.0,5,vacant,925.0,dhaka,"৳5,500,000","Sector 12, Uttara"
917,"1250 Square Feet Residential Flat For Sale In Dakshin Khan, Faydabad",3.0,3.0,4,vacant,1250.0,dhaka,"৳7,000,000","Faydabad, Dakshin Khan"
918,"View This 1750 Sq Ft Flat For Sale In South Baridhara Residential Area, D.i.t. Project",3.0,3.0,4,vacant,1750.0,dhaka,"৳11,000,000","South Baridhara Residential Area,D. I. T. Project, Badda"
919,"Live At Peace In A Nice And Comfortable 1750 Sq Ft Flat, Located At Bashundhara.",3.0,3.0,1,vacant,1750.0,dhaka,"৳16,000,000","Block F, Bashundhara R-A"
920,Ready Flat For Sale In Badhundhara R/a Nearby Rupayan Shopping Complex,3.0,3.0,7,vacant,1600.0,dhaka,"৳14,500,000","Block F, Bashundhara R-A"
921,"Well Organized Flat Of 1350 Sq Ft Is Now Vacant For Sale In Sector 11, Uttara",3.0,3.0,6,vacant,1350.0,dhaka,"৳13,500,000","Sector 11, Uttara"
922,Lovely Apartment Of 852 Sq Ft Is Up For Sale In Middle Monipur,2.0,2.0,8,vacant,852.0,dhaka,"৳4,800,000","Middle Monipur, Mirpur"
923,"1850 Square Feet Flat With Cozy Rooms Is Available For Sale In Bashundhara R-a, Block F",3.0,3.0,5,vacant,1850.0,dhaka,"৳15,725,000","Block F, Bashundhara R-A"
924,Ready To Move In! Check This 1675 Sq. Ft Apartment For Sale In Dakshin Khan,4.0,4.0,8,vacant,1675.0,dhaka,"৳11,500,000","Madhya Ajampur, Dakshin Khan"
925,Suitable 1250 Sq Ft Residential Flat For Sale In Rupnagar R/A,3.0,3.0,2,vacant,1250.0,dhaka,"৳7,500,000","Rupnagar R/A, Mirpur"
926,"1250 Sq Ft Flat Is Being Constructed For Sale In Badda, Merul Badda",3.0,3.0,3,vacant,1250.0,dhaka,"৳7,500,000","Merul Badda, Badda"
927,At Nobodoy Housing Society 700 Square Feet Flat Is For Sale,2.0,2.0,5,vacant,700.0,dhaka,"৳3,000,000","Nobodoy Housing Society, Mohammadpur"
928,Nearly Finished 1350 Sq Ft Residential Flat For Sale In Mirpur 10,3.0,3.0,3,vacant,1350.0,dhaka,"৳13,500,000","Section 10, Mirpur"
929,1400 Sq Ft Flat For Sale In Merul Badda,3.0,3.0,4,vacant,1400.0,dhaka,"৳8,500,000","Merul Badda, Badda"
930,"Perfect For A Family Home, This Apartment Of 970 Sq Ft Is Up For Sale In Merul Badda",2.0,2.0,2,vacant,970.0,dhaka,"৳8,500,000","Merul Badda, Badda"
931,"Reside Conveniently In This Well Constructed 1760 Sq Ft Flat For Sale In Maghbazar, Near The Millennium University.",4.0,4.0,10,vacant,1760.0,dhaka,"৳14,500,000","Outer Circular Road, Maghbazar"
932,Suitable 1360 Sq Ft Residential Apartment For Sale In Chandrima Model Town,3.0,3.0,9,vacant,1360.0,dhaka,"৳7,500,000","Chandrima Model Town, Mohammadpur"
933,"1600 Square Feet Flat For Sale In Aftab Nagar, Block D",3.0,3.0,1,vacant,1600.0,dhaka,"৳12,800,000","Block D, Aftab Nagar"
934,Grab A 3 Bedroom Flat For Sale At Lalmatia,3.0,4.0,4,vacant,2060.0,dhaka,"৳32,960,000","Block C, Lalmatia"
935,Three Bed Good Location Flat For Sale At Lalmatia,3.0,4.0,2,vacant,2060.0,dhaka,"৳32,960,000","Block C, Lalmatia"
936,"1960 Sq Ft Standard Apartment For Sale In Mohammadpur, Babar Road",4.0,4.0,6,vacant,1960.0,dhaka,"৳23,520,000","Babar Road, Mohammadpur"
937,Checkout This 1500 Sq Ft Flat For Sale In Mirpur-6,3.0,3.0,8,vacant,1500.0,dhaka,"৳11,500,000","Section 6, Mirpur"
938,Uttara-6 Is Offering You A 2110 Sq Ft Apartment Ready For Sale,4.0,4.0,8,vacant,2110.0,dhaka,"৳28,485,000","Sector 6, Uttara"
939,"Visit This Apartment For Sale In Mirpur, 2nd Colony",2.0,2.0,5,vacant,750.0,dhaka,"৳2,625,000","2nd Colony, Mirpur"
940,A 1800 Sq Ft Flat Is Here For Sale At Mohammadpur,4.0,4.0,2,vacant,1800.0,dhaka,"৳14,400,000","Bash Bari Road, Mohammadpur"
942,"1120 Sq Ft Flat Is Up For Sale With Durable Fittings In Ibrahimpur, North Kafrul Road",3.0,3.0,8,vacant,1120.0,dhaka,"৳5,040,000","North Kafrul Road, Ibrahimpur"
943,"1255 Sq Ft Residential Apartment For Sale In Jhigatola Road, Dhanmondi",3.0,3.0,12,vacant,1255.0,dhaka,"৳19,452,500","Jhigatola Road, Dhanmondi"
944,Check This 1250 Sq.ft -3 Bedroom Apartment Up For Sale At Cantonment Very Near To Manikdi Islamia Senior Madrasha.,3.0,3.0,3,vacant,1250.0,dhaka,"৳5,000,000","Manikdi, Cantonment"
945,2450 Square Feet Residential Apartment Up For Sale At Uttara -11.,4.0,4.0,9,vacant,2450.0,dhaka,"৳31,000,000","Sector 11, Uttara"
946,"Plan To Move In This 1300 Sq Ft Flat Which Is For Sale In Mirbag Notun Rasta, Maghbazar",3.0,3.0,7,vacant,1300.0,dhaka,"৳11,050,000","Mirbag Notun Rasta, Maghbazar"
947,"Look At This Nice 1200 Sq Ft Flat Is Up For Sale At Section 1, Mirpur",3.0,3.0,6,vacant,1200.0,dhaka,"৳8,700,000","Section 1, Mirpur"
948,"A 1450 Sq Ft Flat Is Up For Sale In A Well Secured Location Of Block H, Banasree",3.0,3.0,9,vacant,1450.0,dhaka,"৳11,500,000","Block H, Banasree"
949,1450 Sq Ft Vacant Flat For Family Is Ready For Sale At Uttara Close To North Tower,3.0,3.0,5,vacant,1450.0,dhaka,"৳9,500,000","Sector 10, Uttara"
950,View This 1680 Sq Ft Ready Flat For Sale In Khilkhet,3.0,3.0,6,vacant,1680.0,dhaka,"৳8,400,000","Dorji Bari Road, Khilkhet"
951,"A Perfect Flat Of 1000 Sq Ft For Living With Family Is Available For Sale At Janata Housing, Mirpur",3.0,2.0,3,vacant,1000.0,dhaka,"৳6,500,000","Section 1, Mirpur"
952,1100 Sq Ft Residential Apartment For Sale In Mirpur 10,3.0,3.0,2,vacant,1100.0,dhaka,"৳6,700,000","Section 10, Mirpur"
953,1400 Sq Ft Residential Flat For Sale In Mirpur-10,3.0,3.0,2,vacant,1400.0,dhaka,"৳9,200,000","Section 10, Mirpur"
954,"950 Sq Ft Flat For Sale In East Rampura, Tv Road",3.0,2.0,,vacant,950.0,dhaka,"৳7,000,000","East Rampura, Rampura"
955,Lovely Apartment Of 950 Sq Ft Is Up For Sale In East Rampura,2.0,2.0,4,vacant,950.0,dhaka,"৳6,700,000","East Rampura, Rampura"
956,1150 Sq Feet Flat For Sale Close To Darussalam Government Primary School,3.0,3.0,2,vacant,1150.0,dhaka,"৳5,750,000","Darussalam, Mirpur"
957,1350 Sq Ft Flat Is Ready To Sale In Mirpur-10,3.0,3.0,1,vacant,1350.0,dhaka,"৳10,150,000","Section 10, Mirpur"
958,"2050 Square Feet Flat Is Available For Sale In Bashundhara R-a, Block C",4.0,4.0,6,vacant,2050.0,dhaka,"৳21,525,000","Block C, Bashundhara R-A"
959,"Picture Yourself, Residing In This Well Constructed And Planned 850 Sq Ft Flat In Mirpur For Sale",2.0,2.0,5,vacant,850.0,dhaka,"৳4,000,000","West Kazipara, Mirpur"
960,"1120 Sq Ft Flat For Family, Is Ready For Sale At Mirpur",3.0,3.0,1,vacant,1120.0,dhaka,"৳5,600,000","Section 2, Mirpur"
961,1100 Sq Ft Flat For Sale In Mirpur Section 6,3.0,3.0,5,vacant,1100.0,dhaka,"৳8,000,000","Section 6, Mirpur"
962,View This Cozy 1100 Square Feet Apartment For Sale In Manikdi,3.0,2.0,3,vacant,1100.0,dhaka,"৳4,950,000","Manikdi, Cantonment"
963,"Lead Your Life In This 1450 Sq Ft Flat Up For Sale In Badda, Khilbari Tek",3.0,3.0,2,vacant,1450.0,dhaka,"৳10,150,000","Khilbari Tek, Badda"
964,Banasree Is Offering You A 1940 Sq Ft Apartment Ready For Sale,4.0,4.0,9,vacant,1940.0,dhaka,"৳13,968,000","Block J, Banasree"
965,Buy This 1350 Sq Ft Apartment Available In Uttar Badda,3.0,3.0,3,vacant,1350.0,dhaka,"৳8,000,000","Uttar Badda, Badda"
966,"1322 Sq Ft Nicely Planned Apartment Is Available For Sale In Shahjadpur, Badda",3.0,3.0,4,vacant,1322.0,dhaka,"৳9,000,000","Shahjadpur, Badda"
967,"1635 Sq Ft Apartment Is Ready For Sale In Aftab Nagar, Block G",4.0,3.0,1,vacant,1635.0,dhaka,"৳10,627,500","Block G, Aftab Nagar"
968,"1850 Sq Ft Apartment Is Ready For Sale In Aftab Nagar, Block E, Sector 1",3.0,3.0,2,vacant,1850.0,dhaka,"৳14,800,000","Block E, Aftab Nagar"
969,"Pick This 1325 Sq Ft Apartment For Sale In Aftab Nagar, Block F",3.0,3.0,1,vacant,1325.0,dhaka,"৳9,275,000","Block F, Aftab Nagar"
971,"Buy This 1220 Sq Ft Flat In Taltola, Khilgaon",3.0,3.0,5,vacant,1220.0,dhaka,"৳9,500,000","Taltola, Khilgaon"
972,Property For Sale In Bashundhara R-A – 2025 Sq Ft Apartment,3.0,4.0,1,vacant,2025.0,dhaka,"৳19,000,000","Block I, Bashundhara R-A"
973,"To Live A Secure Life You Can Take This 1275 Sq Ft Flat For Sale At Kallyanpur, Mirpur",3.0,3.0,8,vacant,1275.0,dhaka,"৳8,600,000","Kallyanpur, Mirpur"
974,"1570 Sq Ft Convenient Apartment Is Here Ready For Sale In Shah Ali Bag, Mirpur",4.0,4.0,7,vacant,1570.0,dhaka,"৳12,500,000","Section 1, Mirpur"
975,We Are Offering A Reasonably Priced Flat For Sale Which Is Featuring 800 Sq Ft Space In Baitul Aman Housing Society,2.0,2.0,6,vacant,800.0,dhaka,"৳5,600,000","Baitul Aman Housing Society, Adabor"
976,"Get This 950 Sq Ft Flat For Sale In Kazipara, Mirpur",2.0,2.0,8,vacant,950.0,dhaka,"৳6,100,000","East Kazipara, Mirpur"
977,"Checkout This 1000 Sq Ft Flat Set To Sale In Mirpur, East Kazipara",2.0,2.0,8,vacant,1000.0,dhaka,"৳6,500,000","East Kazipara, Mirpur"
978,"Deal With This 975 Sq Ft Flat Up For Sale In Kazipara, Mirpur",2.0,2.0,6,vacant,975.0,dhaka,"৳6,300,000","East Kazipara, Mirpur"
979,"Visit This 1000 Sq Ft Flat, Which Is Up For Sale In Mirpur, East Kazipara",2.0,2.0,6,vacant,1000.0,dhaka,"৳6,500,000","East Kazipara, Mirpur"
980,"Look At This Nice 980 Sq Ft Flat Is Up For Sale At Section 10, Mirpur",2.0,2.0,3,vacant,980.0,dhaka,"৳5,500,000","Section 10, Mirpur"
981,"Pursue This 975 Sq Ft Flat Up For Sale In East Kazipara, Mirpur",2.0,2.0,3,vacant,975.0,dhaka,"৳6,337,500","East Kazipara, Mirpur"
982,"1285 Sq Ft Apartment With 3 Bedrooms For Sale In Banasree, Block D",3.0,3.0,2,vacant,1285.0,dhaka,"৳11,000,000","Block D, Banasree"
983,"Grab This Great 1610 Sq Ft Flat Up For Sale In Lalmatia, Block B",3.0,4.0,4,vacant,1610.0,dhaka,"৳23,000,000","Block B, Lalmatia"
985,Get Hold Of This 650 Sq Ft Residential Flat For Sale In Mirpur-6,2.0,2.0,4,vacant,650.0,dhaka,"৳2,800,000","Section 6, Mirpur"
986,"Live Comfortably In This 1550 Sq Ft Residential Flat, Up For Sale In Mirpur, Baitur Rowshan Jame Masjid Road",3.0,3.0,1,vacant,1550.0,dhaka,"৳8,600,000","Middle Monipur, Mirpur"
987,"930 Sq Ft Flat For Sale In Mirpur, Middle Monipur, Baitur Rowshan Jame Masjid Road",2.0,2.0,1,vacant,930.0,dhaka,"৳5,200,000","Middle Monipur, Mirpur"
988,Acquire This 930 Sq Ft With 2 Bedrooms Flat Which Is Up For Sale In Middle Monipur Beside To Baitur Rowshan Jame Masjid .,2.0,2.0,3,vacant,930.0,dhaka,"৳5,200,000","Middle Monipur, Mirpur"
989,2400 Sq Ft Ready Flat For Sale In Uttara-7,4.0,4.0,9,vacant,2400.0,dhaka,"৳26,000,000","Sector 7, Uttara"
990,"1400 Sq Ft Apartment For Sale In Ak Fazlul Haque Babu Rd, East Kazipara, Mirpur",3.0,3.0,4,vacant,1400.0,dhaka,"৳6,300,000","East Kazipara, Mirpur"
992,"Make this 1310 SQ FT flat your next residing location, which is up for sale in Mirpur",3.0,3.0,7,vacant,1310.0,dhaka,"৳9,200,000","Kallyanpur, Mirpur"
993,Graceful Flat Of 850 Sq Ft Is Prepared For Sale In Pallabi Eastern Housing.,2.0,2.0,5,vacant,850.0,dhaka,"৳2,500,000","Pallabi, Mirpur"
994,A Modern Well-planned Flat Of 1256 Sq Ft Is Up For Sale Is Situated In Aftab Nagar,3.0,2.0,5,vacant,1256.0,dhaka,"৳6,500,000","Block H, Aftab Nagar"
995,We Have A 1200 Sq.Ft -3 Bedroom Flat For Sale In Uttar Badda Nearby AMZ Hospital Ltd.,3.0,3.0,9,vacant,1200.0,dhaka,"৳6,050,000","Uttar Badda, Badda"
996,Comfortable And Nicely Planned 1530 Sq Ft Flat In Shegunbagicha For Sale,3.0,3.0,9,vacant,1530.0,dhaka,"৳15,500,000","Topkhana Road, Shegunbagicha"
997,"This 650 Sq Ft Apartment For Sale In Mirpur Section 12, Next To Doctor Muhammad Shahidullah Adarsha Uchcha Madhyamik Bidyapith.",2.0,2.0,4,vacant,650.0,dhaka,"৳4,600,000","Section 12, Mirpur"
998,"Start a new home, in this 2150 SQ FT apartment for sale in Bashundhara R-A",3.0,3.0,8,vacant,2150.0,dhaka,"৳18,500,000","Block C, Bashundhara R-A"
999,1316 Sq Ft Fine Flat Is Now For Sale Which Is In Bashundhara R/a Near To Iub,3.0,4.0,3,vacant,1316.0,dhaka,"৳13,500,000","Block C, Bashundhara R-A"
1000,A rightly planned 1325 SQ FT flat is found for sale in Mirpur near Islami Bank Hospital,3.0,3.0,5,vacant,1325.0,dhaka,"৳6,500,000","Section 11, Mirpur"
1001,"Make This 1852 Sq Ft Flat For Sale, Your Residing Location, In Bashundhara R/A Near JFP",3.0,3.0,5,vacant,1852.0,dhaka,"৳21,500,000","Block A, Bashundhara R-A"
1002,1210 Square Feet Apartment Is For Sale At Maghbazar,3.0,3.0,1,vacant,1210.0,dhaka,"৳6,000,000","Boro Maghbazar, Maghbazar"
1003,1654 SFT Three Bedroom Apartment | Vacant Now | Ready To Move in Uttara,3.0,4.0,5,vacant,1654.0,dhaka,"৳11,000,000","Sector 18, Uttara"
1004,"1275 Square Feet Flat Is Available For Sale In Bashundhara R-a, Block J",3.0,3.0,6,vacant,1275.0,dhaka,"৳12,500,000","Block J, Bashundhara R-A"
1006,"Dwell In This 1955 Sq Ft Apartment, Which Is Now Up For Sale In Shiddheswari",4.0,4.0,1,vacant,1955.0,dhaka,"৳25,237,500","Shiddeswari Road, Shiddheswari"
1007,"1609 Sq Ft Suitable Apartment For Sale In Banasree, Block H",3.0,3.0,2,vacant,1609.0,dhaka,"৳12,800,000","Block H, Banasree"
1008,This Flat Is Up For Sale At Shahjadpur Near Bangladesh Institute Of Management Studies,3.0,3.0,6,vacant,1500.0,dhaka,"৳12,800,000","Shahjadpur, Badda"
1009,1207 SQ FT flat is now for sale in Badda near to Southeast Bank,3.0,3.0,6,vacant,1207.0,dhaka,"৳12,870,000","Shahjadpur, Badda"
1010,A Fine Flat Is Now For Sale Which Is In Agargaon Near Agargaon Taltola Colony High School &amp; Womens&#039; College,3.0,3.0,5,vacant,1400.0,dhaka,"৳6,500,000",Agargaon
1011,An Apartment Is Up For Sale In Kallyanpur.,3.0,3.0,4,vacant,1430.0,dhaka,"৳8,580,000","Kallyanpur, Mirpur"
1012,Flat For Sale In Arambag R/a Near Al Arabia Jame Masjid And Madrasa,3.0,3.0,8,vacant,1310.0,dhaka,"৳7,205,000","Arambag Residential Area, Mirpur"
1013,Check this apartment for sale at Mirpur near Shahidbag Masjid,2.0,2.0,5,vacant,650.0,dhaka,"৳2,200,000","Section 12, Mirpur"
1014,"850 Sq Ft Flat For Sale In Taltola, Khilgaon",2.0,2.0,2,vacant,850.0,dhaka,"৳5,500,000","Taltola, Khilgaon"
1016,Reasonable 1600 Sq Ft Flat Is Available For Sale In Badda Near To Badda Post Office,4.0,3.0,4,vacant,1600.0,dhaka,"৳12,000,000","Middle Badda, Badda"
1017,1375 Sq. Ft. flat is now up for sale located in Mirpur DOHS,3.0,3.0,1,vacant,1375.0,dhaka,"৳12,000,000","Mirpur DOHS, Mirpur"
1018,"A Nicely Build 1050 Sq Ft Apartment Is Vacant For Sale In Mirpur, Turag City",2.0,2.0,1,vacant,1050.0,dhaka,"৳5,500,000","Section 1, Mirpur"
1020,Be The Owner Of This 1450 Sq Ft Flat Which Is Vacant Now For Sale At West Shewrapara Nearby North South International School,3.0,3.0,9,vacant,1450.0,dhaka,"৳8,675,000","West Shewrapara, Mirpur"
1021,"Situated In West Shewrapara, Near North South International School, A 1400 Sq Ft Apartment Is Up For Sale",3.0,3.0,7,vacant,1400.0,dhaka,"৳8,400,000","West Shewrapara, Mirpur"
1022,"Near Shewrapara Jame Masjid, A Blissful Flat Is Available For Sale In West Shewrapara",3.0,3.0,2,vacant,1180.0,dhaka,"৳6,500,000","West Shewrapara, Mirpur"
1023,"A 780 Sq Ft Flat Can Be Found In Bank Colony For Sale, Near Happy Isle International School",2.0,2.0,3,vacant,780.0,dhaka,"৳2,730,000","Bank Colony, Savar"
1024,In Mirpur 1100 SQ FT flat is available for sale which is now close to Life Aid Specialized Hospital,3.0,2.0,7,vacant,1100.0,dhaka,"৳4,950,000","Middle Monipur, Mirpur"
1025,Reasonable 1100 SQ FT flat is available for sale in Mirpur near to Life Aid Specialized Hospital,3.0,2.0,5,vacant,1100.0,dhaka,"৳4,950,000","Middle Monipur, Mirpur"
1026,"Choose your destination, 1100 SQ FT flat which is available for sale in Mirpur near to Life Aid Specialized Hospital",3.0,2.0,4,vacant,1100.0,dhaka,"৳4,950,000","Middle Monipur, Mirpur"
1027,Ready 1100 SQ FT flat is now for sale in Mirpur nearby Life Aid Specialized Hospital,3.0,2.0,3,vacant,1100.0,dhaka,"৳4,950,000","Middle Monipur, Mirpur"
1028,1100 SQ FT flat is now for sale in Mirpur near to Life Aid Specialized Hospital,3.0,2.0,3,vacant,1100.0,dhaka,"৳4,950,000","Middle Monipur, Mirpur"
1029,"Get Ready For Your Countless Peaceful Days With This 1096 Sq Ft Flat At 1st Colony, Mirpur Is Up To Sale",3.0,3.0,13,vacant,1096.0,dhaka,"৳6,600,000","1st Colony, Mirpur"
1030,1365 Sq Ft Flat With Important Residential Features Is For Sale In Mirpur-10,3.0,3.0,3,vacant,1365.0,dhaka,"৳7,507,500","Section 10, Mirpur"
1031,1365 Sq Ft Flat With Fine Residential Properties Is For Sale In Mirpur-10,3.0,3.0,5,vacant,1365.0,dhaka,"৳7,507,500","Section 10, Mirpur"
1032,1365 Sq Ft Flat With Modern Residential Approaches Is For Sale In Mirpur-10,3.0,3.0,5,vacant,1365.0,dhaka,"৳7,507,500","Section 10, Mirpur"
1033,A well-constructed 2415 SQ FT flat is for sale in Bashundhara R-A,3.0,4.0,6,vacant,2415.0,dhaka,"৳25,500,000","Block A, Bashundhara R-A"
1034,"An Adequate And Cozy 810 Sq.Ft Flat Is For Sale At West Kazipara, Near Baitur Rob Jaame Masjid",2.0,2.0,3,vacant,810.0,dhaka,"৳3,402,000","West Kazipara, Mirpur"
1035,"Well-developed Residence up for sale in Bashundhara R-A, of 1550 SQ FT",3.0,3.0,3,vacant,1550.0,dhaka,"৳11,500,000","Block H, Bashundhara R-A"
1036,Take A Look At This 1050 Square Feet And 3 Bedroom Residential Apartment For Sale At East Monipur Next To Kuwaiti Masjid,3.0,3.0,7,vacant,1050.0,dhaka,"৳3,750,000","East Monipur, Mirpur"
1037,"4200 Sq Ft Flat With Updated Residential Features Is Up For Sale In Bashundhara, Block I",4.0,4.0,4,vacant,4200.0,dhaka,"৳50,400,000","Block I, Bashundhara R-A"
1038,Express Your Individuality At This 1400 Sq.ft Apartment Which Is Vacant For Sale In The Location Of South Monipur .,3.0,3.0,4,vacant,1400.0,dhaka,"৳6,300,000","South Monipur, Mirpur"
1039,For Selling Purpose This Flat Is Now Vacant In The Location Of South Monipur .,3.0,3.0,9,vacant,1400.0,dhaka,"৳6,300,000","South Monipur, Mirpur"
1040,Buy This Flat At South Monipur For The Ideal Urban Lifestyle You Dream About.,2.0,2.0,6,vacant,1000.0,dhaka,"৳4,500,000","South Monipur, Mirpur"
1041,Close To Mirpur 10 Block C Water Tank A 1518 Square Feet Residential Apartment For Sale,4.0,3.0,6,vacant,1518.0,dhaka,"৳10,000,000","Section 10, Mirpur"
1042,Worthy 1250 SQ FT Nice home is ready for sale at Mirpur 15,4.0,4.0,8,vacant,1250.0,dhaka,"৳12,500,000","Section 15, Mirpur"
1043,2230 Sq Ft Ready Flat For Sale In Bashundhara R-a,4.0,4.0,5,vacant,2230.0,dhaka,"৳16,000,000","Block I, Bashundhara R-A"
1044,Grab This 1200 Sq Ft Apartment Available For Sale In Joar Sahara,3.0,2.0,3,vacant,1200.0,dhaka,"৳6,500,000","Lichu Bagan Road, Joar Sahara"
1045,A Newly Constructed Apartment In North Pirerbag Is Available For Sale Which Is 1050 Sq Ft,3.0,3.0,1,vacant,1050.0,dhaka,"৳4,500,000","Pirerbag, Mirpur"
1046,Tastefully Designed This 650 Sq Ft Home Is Now Vacant For Sale In Mirpur,2.0,2.0,2,vacant,650.0,dhaka,"৳4,225,000","Section 10, Mirpur"
1047,Attention Home Finders! A 1400 Sq.ft Flat Is Up For Sale In West Shewrapara Close To North South International School.,3.0,3.0,3,vacant,1400.0,dhaka,"৳6,300,000","West Shewrapara, Mirpur"
1048,Very Next To North South International School 1400 Square Feet Large Apartment Is For Sale At West Shewrapara.,3.0,3.0,5,vacant,1400.0,dhaka,"৳6,300,000","West Shewrapara, Mirpur"
1049,In The Fine Location Of South Monipur A 1000 Sq Ft Apartment Is All Set For Sale,2.0,2.0,2,vacant,1000.0,dhaka,"৳4,500,000","South Monipur, Mirpur"
1050,"A Finely Built 1090 Sq Ft Flat Is Up For Sale In Ali And Nur Real Estate, Mohammadpur",3.0,3.0,3,vacant,1090.0,dhaka,"৳6,540,000","Ali And Nur Real Estate, Mohammadpur"
1051,"Plan to move in this 1463 SQ FT flat which is up for sale in Mirpur, 2nd Colony",3.0,3.0,3,vacant,1463.0,dhaka,"৳5,852,000","2nd Colony, Mirpur"
1052,A well-constructed 1650 SQ FT flat is for sale in Bochila,3.0,3.0,1,vacant,1650.0,dhaka,"৳7,500,000","Bochila, Mohammadpur"
1053,A 1125 Sq Ft Flat Can Be Found In Dakshin Khan For Sale,3.0,2.0,3,vacant,1125.0,dhaka,"৳4,775,000","Faydabad, Dakshin Khan"
1054,A Decent 1125 Sq Ft Flat Which Is Now For Sale In Dakshin Khan,3.0,2.0,3,vacant,1125.0,dhaka,"৳4,775,000","Faydabad, Dakshin Khan"
1055,Nice Flat Of 1150 Sq Ft Can Be Found In Dakshin Khan To Sale,3.0,2.0,8,vacant,1150.0,dhaka,"৳4,870,000","Faydabad, Dakshin Khan"
1056,This 2 Bedroom Home In Faydabad Is Up For Sale In A Wonderful Neighborhood,2.0,2.0,5,vacant,600.0,dhaka,"৳2,600,000","Faydabad, Dakshin Khan"
1057,650 Sq. Ft. Residential Apartment Is On Sale In Mirpur Near Pallabi Police Station,2.0,2.0,5,vacant,650.0,dhaka,"৳2,200,000","Section 12, Mirpur"
1058,Are you in hurry? No worries! You Can Take This 1250 Sq Ft Flat for Sale in East Shewrapara,3.0,3.0,4,vacant,1250.0,dhaka,"৳9,000,000","East Shewrapara, Mirpur"
1059,Buy This 1250 Square Feet Apartment In Baitul Aman Housing Society,3.0,3.0,6,vacant,1250.0,dhaka,"৳15,000,000","Baitul Aman Housing Society, Adabor"
1060,"A Rightly Planned 1350 Sq Ft Flat Is Found For Sale In East Hazipara, East Rampura",3.0,3.0,2,vacant,1350.0,dhaka,"৳11,000,000","East Rampura, Rampura"
1061,"Dwell In This 1350 Sq Ft Flat Up For Sale In Mohammadpur, Katashur",3.0,3.0,9,vacant,1350.0,dhaka,"৳9,000,000","Katashur, Mohammadpur"
