,Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area,City,Price_in_taka,Location
2481,Plan to move in this 1400 SQ FT flat which is up for sale in 26 No. North Halishahar Ward,3.0,3.0,2,vacant,1400.0,chattogram,"৳8,000,000","26 No. North Halishahar Ward, Halishahar"
2482,Select Your Next Residing Place At This Nice Flat Of 1302 Sq Ft In Dewan Bazar,3.0,3.0,8,vacant,1302.0,chattogram,"৳5,859,000","Dewan Bazar, Bakalia"
2483,A Well-constructed 1770 Sq Ft Flat Is For Sale In 4 No Chandgaon Ward,3.0,3.0,2,vacant,1770.0,chattogram,"৳7,020,000","Chandgaon Residential Area, 4 No Chandgaon Ward"
2486,Take This 1162 Sq Ft Flat For Sale In The Settlement Of Khulshi Green Housing Society,3.0,3.0,6,vacant,1162.0,chattogram,"৳6,972,000","Khulshi Green Housing Society, Khulshi"
2487,"In The Location Of Cosmopolitan R/A , 2 Bedroom Apartment Is Up For Sale",2.0,2.0,3,vacant,1140.0,chattogram,"৳6,840,000","Cosmopolitan R/A, 7 No. West Sholoshohor Ward"
2489,2000 Sq Ft Apartment For Sale In Khushi Nearby Port City University.,3.0,4.0,3,vacant,2000.0,chattogram,"৳13,000,000","Zakir Hossain Road, Khulshi"
2490,Well Developed Apartment Of 1253 Sq Ft Is Up For Sale In Dewan Bazar,3.0,3.0,8,vacant,1253.0,chattogram,"৳5,638,500","Dewan Bazar, Bakalia"
2492,Bring Your Family To Live A Standard Life In This 1162 Sq Ft Apartment To Sale In Khulshi Green Housing Society,3.0,3.0,6,vacant,1162.0,chattogram,"৳6,972,000","Khulshi Green Housing Society, Khulshi"
2493,"1650 SQ FT flat is now for sale in Khulshi, Khulshi Green Housing Society",3.0,3.0,8,vacant,1650.0,chattogram,"৳9,675,000","Yakub Future Park Housing, Khulshi"
2494,"Buy This 2000 Sq Ft Apartment In 26 No. North Halishahar Ward, Halishahar Housing Estate",3.0,3.0,5,vacant,2000.0,chattogram,"৳11,000,000","26 No. North Halishahar Ward, Halishahar"
2495,"This 1300 Sq Ft Apartment Comes With Peaceful Living In 26 No. North Halishahar Ward, For Sale",3.0,3.0,7,vacant,1300.0,chattogram,"৳4,940,000","26 No. North Halishahar Ward, Halishahar"
2496,Buy This Splendid 1700 Sq Ft Flat At Bayazid,3.0,3.0,8,vacant,1700.0,chattogram,"৳7,000,000","Sangbadik Co-operative Housing Society, Bayazid"
2497,Check This Beautiful 1302 Sq Ft Residence Is Up For Sale At Dewan Bazar,3.0,3.0,4,vacant,1302.0,chattogram,"৳5,859,000","Dewan Bazar, Bakalia"
2498,Obtain This Well Fitted Flat Of 1510 Sq Ft Which Is Up For Sale In Shantibag R/a,3.0,3.0,8,vacant,1510.0,chattogram,"৳7,000,000","24 No. North Agrabad Ward, Double Mooring"
2499,A 3 Bedroom And 1550 Sq Ft Properly Developed Flat For Sale In South Agrabad Near To Bangladesh Bank Colony High School,3.0,3.0,6,vacant,1550.0,chattogram,"৳9,300,000","South Agrabad, Double Mooring"
2500,"2 Bedroom, 2 Bathroom Apartment With A View Is Up For Sale In Cosmopolitan R/A",2.0,2.0,3,vacant,1120.0,chattogram,"৳6,720,000","Cosmopolitan R/A, 7 No. West Sholoshohor Ward"
2501,There Is 3 Bedroom Apartment Up For Sale In The Location Of Bayazid Nearby Paharika Abashik Jam-E-Masjid.,3.0,3.0,6,vacant,1700.0,chattogram,"৳7,000,000","Sangbadik Co-operative Housing Society, Bayazid"
2502,A 1565 Square Feet Residential Apartment For Sale Very Near To Baitul Jannat Jame Masjid In Kadamtali,3.0,3.0,2,vacant,1565.0,chattogram,"৳7,500,000","23 No. North Pathantooly Ward, Double Mooring"
2503,A 1275 Sq. Ft Apartment Which Is Up For Sale At Bakalia Near To Kalamia Bazar,3.0,3.0,2,vacant,1275.0,chattogram,"৳4,845,000","18 No. East Bakalia Ward, Bakalia"
2504,Buy This Amazing 1150 Sq Ft Apartment In The Area Of 6 No East Sholoshohor Ward,3.0,3.0,2,vacant,1150.0,chattogram,"৳5,200,000","6 No East Sholoshohor Ward, Bakalia"
2509,Are You In Hurry? No Worries! You Can Buy This 1390 Sq Ft Flat For Sale In Katalgonj,3.0,3.0,3,vacant,1390.0,chattogram,"৳11,000,000","Katalgonj, Panchlaish"
2511,Well Designed 1300 Sq Ft Flat For Sale At South Khulshi,3.0,3.0,6,vacant,1300.0,chattogram,"৳9,700,000","South Khulshi, Khulshi"
2513,1690 Sq Ft Beautiful Apartment Is Ready For Sale At 24 No. North Agrabad Ward,3.0,3.0,8,vacant,1690.0,chattogram,"৳8,400,000","24 No. North Agrabad Ward, Double Mooring"
2514,"Buy This 1162 Sq Ft Flat With 3 Bedrooms, In The Area Of Khulshi",3.0,3.0,7,vacant,1162.0,chattogram,"৳6,972,000","Khulshi Green Housing Society, Khulshi"
2516,At Kattali A Suitable Flat Is Up For Sale Which Is 1850 Sq Ft Close To Alamin Hospital,4.0,3.0,5,vacant,1850.0,chattogram,"৳8,500,000","Proshanti R/A, 10 No. North Kattali Ward"
2520,Next To Jongi Shah Mosque At Chawk Bazaar This 1592 Square Feet Residential Apartment For Sale.,3.0,4.0,8,vacant,1592.0,chattogram,"৳8,560,000","Munshi Pukur Par, 16 No. Chawk Bazaar Ward"
2521,Grab This Lovely Flat Of 1300 Sq Ft Is Up For Sale In Bayazid Before It&#039;s Sold Out,3.0,3.0,1,vacant,1300.0,chattogram,"৳5,600,000","Shershah Colony, Bayazid"
2522,Impressive Apartment Of 1360 Sq Ft Is Up For Sale In Double Mooring,3.0,3.0,5,vacant,1360.0,chattogram,"৳7,888,000","24 No. North Agrabad Ward, Double Mooring"
2524,1060 Sq Ft Beautiful Apartment Is Ready For Sale In South Khulshi,2.0,2.0,4,vacant,1060.0,chattogram,"৳5,500,000","South Khulshi, Khulshi"
2525,"Grab This Admirable 2600 Sq Ft Flat In North Khulshi, To Fulfill Your Desire.",3.0,3.0,8,vacant,2600.0,chattogram,"৳25,000,000","North Khulshi, Khulshi"
2526,A Convenient 1450 Sq Ft Residential Flat Is Prepared To Be Sale At North Forida Para,3.0,3.0,6,vacant,1450.0,chattogram,"৳7,500,000","North Forida Para, 4 No Chandgaon Ward"
2527,Modern Home For Residents | 1305 Sq Ft Flat In South Khulsi For Sale,3.0,3.0,3,vacant,1305.0,chattogram,"৳11,000,000","South Khulshi, Khulshi"
2528,Lovely Apartment Of 2200 Sq Ft Is Up For Sale In Halishahar Housing Estate,3.0,3.0,8,vacant,2200.0,chattogram,"৳12,100,000","26 No. North Halishahar Ward, Halishahar"
2529,"In Halishahar Housing Estate , Make This 1400 Sq Ft Flat Your Next Residing Location Which Is Up For Sale.",3.0,3.0,8,vacant,1400.0,chattogram,"৳8,000,000","26 No. North Halishahar Ward, Halishahar"
2531,3 Katha Residential Plot With Building Is Available For Sale In 24 No. North Agrabad Ward,2.0,2.0,,vacant,2160.0,chattogram,"৳12,500,000","24 No. North Agrabad Ward, Double Mooring"
2532,"Make This 1100 Sq Ft Apartment Your Next Residing Location, Which Is Up To Sale In 19 No. South Bakalia Ward",3.0,3.0,2,vacant,1100.0,chattogram,"৳5,500,000","19 No. South Bakalia Ward, Bakalia"
2533,Great News! This 1800 Sq Ft Home For Sale In Sangbadik Co-operative Housing Society Which Can Be Your Next Destination,3.0,3.0,1,vacant,1800.0,chattogram,"৳8,200,000","Sangbadik Co-operative Housing Society, Bayazid"
2534,"Make This 1590 Sq Ft Flat Your Next Residing Location, Which Is Up For Sale In Proshanti R/A.",3.0,3.0,1,vacant,1590.0,chattogram,"৳7,473,000","Proshanti R/A, 10 No. North Kattali Ward"
2535,You Will Love To Live In This 1375 Sq Ft Apartment In 12 No. Sarai Para Ward,3.0,3.0,1,vacant,1375.0,chattogram,"৳4,812,500","12 No. Sarai Para Ward, Double Mooring"
2536,"Buy This 1480 Sq Ft Ready Apartment In Jamal Khan, Rahmatganj",3.0,3.0,3,vacant,1480.0,chattogram,"৳11,000,000","Rahmatganj, Jamal Khan"
2537,"A 1255 Sq Ft Residence For Sale With Spacious Bedrooms, Located At Kapasgola, 16 No. Chawk Bazaar Ward .",3.0,3.0,4,vacant,1255.0,chattogram,"৳10,000,000","Kapasgola, 16 No. Chawk Bazaar Ward"
2538,An Apartment Of 800 Sq.ft Is Up For Sale In Monsurabad Near Hajrat Khaja Mansur Ali Shah (r) Mazar,2.0,2.0,3,vacant,800.0,chattogram,"৳3,700,000","24 No. North Agrabad Ward, Double Mooring"
2540,"A Beautifully Constructed Apartment Of 1690 Sq Ft Is Vacant Right Now For Sale In 24 No. North Agrabad Ward,",3.0,3.0,6,vacant,1690.0,chattogram,"৳9,119,000","24 No. North Agrabad Ward, Double Mooring"
2541,"A 1956 Sq Ft Nice House Is Available For Sale At New Monsurabad, With An Affordable Deal",3.0,3.0,4,vacant,1956.0,chattogram,"৳10,000,000",10 No. North Kattali Ward
2542,1544 Sq Ft Flat For Sale In West Khulshi,3.0,3.0,8,vacant,1544.0,chattogram,"৳7,148,000","West Khulshi R/A, 9 No. North Pahartali Ward"
2545,"An Apartment Is Ready For Sale At Bagmoniram, Near Hillview Jame Mosjid",3.0,3.0,7,vacant,1365.0,chattogram,"৳11,000,000","Bayazid Bostami Road, 15 No. Bagmoniram Ward"
2546,Well-constructed 1550 Sq Ft Apartment Is Ready For Sale At South Agrabad,3.0,3.0,7,vacant,1550.0,chattogram,"৳9,300,000","South Agrabad, Double Mooring"
2547,"In Double Mooring, A 1550 Sq.ft Flat For Sale near Dutch-Bangla Bank Limited ATM",3.0,3.0,8,vacant,1550.0,chattogram,"৳9,335,000","South Agrabad, Double Mooring"
2548,"In The Beautiful Neighborhood In South Agrabad, A 3-Bedroom Large Flat Is Up For Sale",3.0,3.0,5,vacant,1550.0,chattogram,"৳8,835,000","South Agrabad, Double Mooring"
2549,1275 Sq Ft Residential Apartment For Sale At 14 No. Lalkhan Bazaar Ward,3.0,3.0,9,vacant,1275.0,chattogram,"৳7,393,750","Hill Side Residential Area, Lal Khan Bazaar"
2550,Reasonable And Cozy Flat Of 1275 Sq Ft Is Up For Sale At Lal Khan Bazaar,3.0,3.0,9,vacant,1275.0,chattogram,"৳7,393,750","Hill Side Residential Area, Lal Khan Bazaar"
2551,Grab A 1275 Sq Ft Residence For Sale At Lal Khan Bazaar,3.0,3.0,8,vacant,1275.0,chattogram,"৳7,393,750","Hill Side Residential Area, Lal Khan Bazaar"
2552,This Very New Nice Flat Of 1275 Sq Ft Is Up For Sale In Lal Khan Bazaar,3.0,3.0,7,vacant,1275.0,chattogram,"৳7,393,750","Hill Side Residential Area, Lal Khan Bazaar"
2553,Apartment For Sale In Kattali Nearby Kattali Jame Masjid,3.0,3.0,2,vacant,1500.0,chattogram,"৳6,500,000","Proshanti R/A, 10 No. North Kattali Ward"
2554,Nice-looking Apartment Including 3-Bedroom Is Ready To Sale In Chadra Nagar,3.0,3.0,3,vacant,1450.0,chattogram,"৳6,400,000","Chadra Nagar, Bayazid"
2555,"Start Residing In This 1450 Sq Ft Properly Developed Flat For Sale, In Bayazid",3.0,3.0,7,vacant,1450.0,chattogram,"৳6,600,000","Chadra Nagar, Bayazid"
2556,1630 Sq.ft Apartment Is For Sale In Muradpur,3.0,3.0,6,vacant,1630.0,chattogram,"৳8,150,000","1 No Railway Gate, Muradpur"
2557,2500 Square Feet Ready Flat For Sale In Panchlaish Residential Area,4.0,4.0,1,vacant,2500.0,chattogram,"৳17,500,000","Panchlaish Residential Area, 16 No. Chawk Bazaar Ward"
2559,"An Apartment Is Up For Sale In Lal Khan Bazaar, Near Janata Bank Limited",3.0,4.0,5,vacant,1575.0,chattogram,"৳8,000,000","CDA Avenue, Lal Khan Bazaar"
2560,"The Azure Sky Is Offered By The Windows Of This 1100 Sq Ft Cozy Apartment, Situated In Lal Khan Bazaar",3.0,3.0,4,vacant,1100.0,chattogram,"৳7,000,000","14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar"
2561,This Tranquil Apartment With Modern Embellishments Is Ready To Develop Your Monochromatic Lifestyle To A Vibrant One,3.0,3.0,5,vacant,1100.0,chattogram,"৳6,500,000","14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar"
2562,Take A Look At This 1590 Sq Ft Flat Which Is Up For Sale In Jamal Khan,3.0,3.0,10,vacant,1590.0,chattogram,"৳10,000,000","Momin Road, Jamal Khan"
2563,"We Are Assisting You To Buy This Apartment Of 1335 Sq Ft In Khulshi, Habib Lane",3.0,4.0,1,vacant,1335.0,chattogram,"৳8,500,000","Habib Lane, Khulshi"
2564,Available At 29 No. West Madarbari Ward A 2 Bedroom Residential Apartment For Sale.,2.0,2.0,1,vacant,1000.0,chattogram,"৳3,200,000",29 No. West Madarbari Ward
2566,Reasonable 1550 SQ FT flat is available for sale in Chandgaon,3.0,3.0,2,vacant,1550.0,chattogram,"৳7,750,000","Chandgaon Residential Area, 4 No Chandgaon Ward"
2569,"1300 Sq Ft Flat Is Available For Sale At CDA Residential Area, Double Mooring",3.0,3.0,4,vacant,1300.0,chattogram,"৳6,000,000","South Agrabad, Double Mooring"
2570,"In A Peaceful Location Of North Pahartali, A Fantastic Flat Of 2061 Sq Ft Is Waiting For Sale.",4.0,4.0,4,vacant,2061.0,chattogram,"৳14,500,000","Foy's Lake Approach Road, 9 No. North Pahartali Ward"
2571,800 Sq Ft Residential Apartment Is On Sale In Firingee Bazaar Nearby Bridge Ghat Baitur Riduan Jame Masjid,2.0,2.0,4,vacant,800.0,chattogram,"৳4,000,000","Abhoy Mitra Lane, 33 No. Firingee Bazaar Ward"
2575,Offering You 1520 Sq Ft Flat For Sale In 4 No Chandgaon Ward,3.0,3.0,12,vacant,1520.0,chattogram,"৳6,000,000","Bahaddarhat, 4 No Chandgaon Ward"
2576,This 1335 Sq.ft Home Which Is For Sale Will Ensure Your Good Quality Of Living In Bahaddarhat,3.0,3.0,10,vacant,1335.0,chattogram,"৳4,672,500","Bahaddarhat, 4 No Chandgaon Ward"
2577,"Make This 1090 Sq Ft Flat Your Next Residing Location, Which Is Up For Sale In Mohara",2.0,2.0,3,vacant,1090.0,chattogram,"৳4,500,000","Mohara, 4 No Chandgaon Ward"
2578,1800 Sq Feet Ready Flat For Sale At Bayazid,3.0,4.0,12,vacant,1800.0,chattogram,"৳12,500,000","Nasirabad, Bayazid"
2579,This Is 1462 Sq Ft Apartment Is Set For Sale At 10 No. North Kattali Ward,3.0,3.0,6,vacant,1462.0,chattogram,"৳9,500,000","CDA R/A, 10 No. North Kattali Ward"
2580,At Bahaddarhat 1110 Square Feet Apartment Up For Sale Near By Bahaddarhat BWDB office.,2.0,3.0,6,vacant,1110.0,chattogram,"৳4,995,000","Bahaddarhat, 4 No Chandgaon Ward"
2581,"Available In Bahaddarhat , A 1110 Sq.Ft Apartment For Sale , Near Agrani Bank Limited.",2.0,3.0,6,vacant,1110.0,chattogram,"৳4,995,000","Bahaddarhat, 4 No Chandgaon Ward"
2582,At Saha Waliullah R/A 1110 Square Feet Flat Is Now Up For Sale Close To Bahaddarhat BWDB office.,2.0,3.0,2,vacant,1110.0,chattogram,"৳4,995,000","Bahaddarhat, 4 No Chandgaon Ward"
2588,Worthy 1400 SQ FT residence is for sale at Bayazid,3.0,3.0,5,vacant,1400.0,chattogram,"৳7,000,000","Chattogram DOHS, Bayazid"
2589,This 1400 sq.ft residence will ensure your good quality of living in Chattogram DOHS which is for sale,3.0,3.0,5,vacant,1400.0,chattogram,"৳7,000,000","Chattogram DOHS, Bayazid"
2591,A Dazzling 1150 Sq Ft Residential Property Is Up For Sale Located At Pahartali,2.0,2.0,3,vacant,1150.0,chattogram,"৳4,600,000","12 No. Sarai Para Ward, Double Mooring"
2592,A Well-featured 1150 Sq Ft Residence Is Ready For Sale At Pahartali,2.0,2.0,7,vacant,1150.0,chattogram,"৳4,600,000","12 No. Sarai Para Ward, Double Mooring"
2593,A Nice And Medium Sized 1050 Sq Ft Residential Apartment Is Available For Sale At Pahartali,2.0,2.0,7,vacant,1050.0,chattogram,"৳4,200,000","12 No. Sarai Para Ward, Double Mooring"
2594,A Flat Is Up For Sale In Pahartali,2.0,2.0,4,vacant,1050.0,chattogram,"৳4,200,000","12 No. Sarai Para Ward, Double Mooring"
2595,"Worthy 1752 SQ FT Residential Apartment is for sale at Muradpur, Road No 6",3.0,3.0,3,vacant,1752.0,chattogram,"৳13,064,000","Nasirabad Housing Society, Muradpur"
2602,Apartment Of 1500 Sq Ft For Sale In Hamjarbag,2.0,2.0,3,vacant,1500.0,chattogram,"৳6,750,000","Hamjarbag, 7 No. West Sholoshohor Ward"
2604,1275 Square Feet Residential Apartment For Sales At Kalamia Bazar,3.0,3.0,5,vacant,1275.0,chattogram,"৳5,100,000","18 No. East Bakalia Ward, Bakalia"
2605,A Nice And Comfortable 1435 Sq Ft Flat Is Up For Sale In Kalamia Bazar,3.0,3.0,3,vacant,1435.0,chattogram,"৳5,740,000","18 No. East Bakalia Ward, Bakalia"
2606,"1315 Square Feet Nice Apartment Ready For Sale At Kalamia Bazar ,Bakalia",3.0,3.0,5,vacant,1315.0,chattogram,"৳5,260,000","18 No. East Bakalia Ward, Bakalia"
2607,Worthy 1335 SQ FT Residential Apartment is for sale at 18 No. East Bakalia Ward,3.0,3.0,4,vacant,1335.0,chattogram,"৳5,340,000","18 No. East Bakalia Ward, Bakalia"
2608,A well-constructed 1335 SQ FT flat is for sale in Bakalia,3.0,3.0,2,vacant,1335.0,chattogram,"৳5,340,000","18 No. East Bakalia Ward, Bakalia"
2609,This 1325 Sq.Ft Flat In Bakalia Near By Moor Ali Baper Jame Masjid With A Convenient Price Is Up For Sale,3.0,3.0,2,vacant,1325.0,chattogram,"৳5,300,000","18 No. East Bakalia Ward, Bakalia"
2613,"Create Your New Home In A Nice Flat For Sale In West Bakalia, Near Mutual Trust Bank Limited",3.0,3.0,3,vacant,1470.0,chattogram,"৳4,410,000","17 No West Bakalia Ward, Bakalia"
2614,Move In And Inhabit This 1436 Sq Ft Properly Constructed Flat For Sale In Bagmoniram Near Chatogram Al Boraj School,3.0,3.0,2,vacant,1436.0,chattogram,"৳11,500,000","Mohammed Ali Road, 15 No. Bagmoniram Ward"
2615,Pursue This 1940 Sq Ft Flat For Sale In 15 No. Bagmoniram Ward,3.0,4.0,3,vacant,1940.0,chattogram,"৳16,132,000","O. R. Nizam Road, 15 No. Bagmoniram Ward"
2616,"Reside Conveniently In This Well Constructed 1544 Sq Ft Flat For Sale In Sholokbahar , Near First Security Islami Bank Limited.",3.0,3.0,6,vacant,1544.0,chattogram,"৳9,264,000","Al-Madani Road, Sholokbahar"
2617,In Sholokbahar A Standard 1544 Sq.Ft Flat Is For Sale.,3.0,3.0,9,vacant,1544.0,chattogram,"৳9,264,000","Al-Madani Road, Sholokbahar"
2618,"1644 Square Feet Residential Apartment For Sale At Al-Madani Road, Sholokbahar .",3.0,3.0,7,vacant,1644.0,chattogram,"৳9,864,000","Al-Madani Road, Sholokbahar"
2619,1739 Sq Ft Flat With A Calm Environment Is For Sale In 9 No. North Pahartali Ward,3.0,3.0,8,vacant,1739.0,chattogram,"৳8,695,000","West Khulshi R/A, 9 No. North Pahartali Ward"
2620,Spot Your Place In A 1375 Sq Ft Structurally Well Built Apartment For Sale In Lal Khan Bazaar,3.0,3.0,4,vacant,1375.0,chattogram,"৳8,562,500","Hill Side Residential Area, Lal Khan Bazaar"
2622,This Slender Flat At Somobay Residential Area Meeting Your Residential Concerns Is The Perfect Home To You.,3.0,3.0,2,vacant,1148.0,chattogram,"৳5,592,000","Somobay Residential Area, Bayazid"
2623,This 1700 Sq Ft Apartment Is Up For Sale At Halishahar,4.0,3.0,2,vacant,1700.0,chattogram,"৳12,000,000","26 No. North Halishahar Ward, Halishahar"
2624,1517 Sq.Ft Flat For Sale Covering A Beautiful Area In Colonel Hat .,3.0,3.0,3,vacant,1517.0,chattogram,"৳8,000,000","Colonel Hat, 10 No. North Kattali Ward"
2625,Commodious 2280 Sq Ft Ready Flat For Sale In Bagmoniram,3.0,4.0,4,vacant,2280.0,chattogram,"৳22,000,000","Mehidibag Road, 15 No. Bagmoniram Ward"
2626,1200 Sq Ft Flat Is Being Constructed For Sale In 24 No. North Agrabad Ward,3.0,2.0,6,vacant,1200.0,chattogram,"৳6,800,000","24 No. North Agrabad Ward, Double Mooring"
2627,Standard 1500 Sq Ft Residential Apartment For Sale In South Khulsi,3.0,3.0,4,vacant,1500.0,chattogram,"৳11,200,000","Paharicka R/A Road, South Khulsi"
2628,Modest 1500 Sq Ft Apartment For Sale At South Khulsi,3.0,3.0,4,vacant,1500.0,chattogram,"৳11,200,000","Paharicka R/A Road, South Khulsi"
2629,"View This 2000 Sq Ft Apartment For Sale At Khulshi, Zakir Hossain Road",3.0,3.0,8,vacant,2000.0,chattogram,"৳16,000,000","Zakir Hossain Road, Khulshi"
2631,"3 Bedroom, 2 Bathroom Apartment With A View Is Up For Sale Nearby Darul Ma&#039;Arif Al Islamia.",3.0,2.0,1,vacant,750.0,chattogram,"৳2,500,000","Kalu Shah Bazar, 4 No Chandgaon Ward"
2632,We Have A 1305 Sq.Ft Flat For Sale In Chandgaon Nearby CDA Public School &amp; College.,3.0,3.0,4,vacant,1305.0,chattogram,"৳6,525,000","Chandgaon Residential Area, 4 No Chandgaon Ward"
2633,"A Flat Can Be Found In Chandgaon R/a For Sale, Near Chandgaon Government Primary School",3.0,3.0,3,vacant,2400.0,chattogram,"৳12,000,000","Chandgaon Residential Area, 4 No Chandgaon Ward"
2634,"1100 Sq Ft Flat Is Up For Sale In Agrabad Housing Residential Area, Double Mooring",3.0,3.0,1,vacant,1100.0,chattogram,"৳4,500,000","24 No. North Agrabad Ward, Double Mooring"
2635,Lovely Apartment Covering An Area Of 1100 Sq Ft Is Up For Sale In Cosmopolitan R/a,2.0,2.0,3,vacant,1100.0,chattogram,"৳6,600,000","Cosmopolitan R/A, 7 No. West Sholoshohor Ward"
2638,Close To Majid Sawdagor Masjid 1685 Sq Ft Apartment To Sale In Bakalia,3.0,3.0,1,vacant,1685.0,chattogram,"৳9,267,500","Dewan Bazar, Bakalia"
2639,1400 Sq Ft Apartment To Sale In Dewan Bazar Near To Shri Shri Ramthakur O Joy Baba Loknath Kunjo,3.0,3.0,1,vacant,1400.0,chattogram,"৳7,700,000","Dewan Bazar, Bakalia"
2640,"A 1150 Sq Ft Flat Is Up For Sale In A Well Secured Location Of Kulgaon, Bayazid",3.0,3.0,7,vacant,1150.0,chattogram,"৳5,800,000","Kulgaon, Bayazid"
2642,"Lovely Apartment Of 1080 Sq Ft Is Up For Sale In Chandrima, Chandgaon Residential Area",3.0,3.0,2,vacant,1080.0,chattogram,"৳5,700,000","Chandgaon Residential Area, 4 No Chandgaon Ward"
2643,A Modern Well-planned Flat Of 1075 Sq Ft Is Up For Sale In 31 No. Alkoron Ward,3.0,2.0,5,vacant,1075.0,chattogram,"৳5,500,000","Alkaran Road, 31 No. Alkoron Ward"
2644,An Apartment Is Up For Sale At Colonel Hat Near To Colonel Hat Bus Stop,2.0,2.0,5,vacant,978.0,chattogram,"৳5,000,000","Colonel Hat, 10 No. North Kattali Ward"
2645,A Worthwhile 1433 Sq Ft Residential Home Is Ready For Sale At Bayazid,3.0,3.0,1,vacant,1433.0,chattogram,"৳7,132,000","Somobay Residential Area, Bayazid"
2646,1350 Sq Ft Flat Is Up For sale At 15 No. Bagmoniram Ward Close To Sunmar Shopping Mall,3.0,4.0,7,vacant,1350.0,chattogram,"৳8,000,000","Mehidibag, 15 No. Bagmoniram Ward"
2647,"We Are Assisting You To Take A Tour Of This 1665 Sq Ft Apartment For Sale In Sholokbahar, Abdul Hamid Road",3.0,3.0,8,vacant,1665.0,chattogram,"৳7,000,000","Abdul Hamid Road, Sholokbahar"
2652,This 1050 Sq Ft Apartment Is Available To Sale At 33 No. Firingee Bazaar Ward,3.0,3.0,3,vacant,1050.0,chattogram,"৳5,250,000","Kobi Kazi Nazrul Islam Road, 33 No. Firingee Bazaar Ward"
2653,"Attention ! A 900 Sq.Ft Flat Is Up For Sale At 33 No. Firingee Bazaar Ward, This Is What You’ve Been Searching For As Your New Home!",2.0,2.0,3,vacant,900.0,chattogram,"৳4,500,000","Kobi Kazi Nazrul Islam Road, 33 No. Firingee Bazaar Ward"
2654,A 1466 Sq Ft Flat Is Up For Sale In A Well Secured Location Of 7 No. West Sholoshohor Ward,3.0,3.0,3,vacant,1466.0,chattogram,"৳7,000,000","Bibirhat, 7 No. West Sholoshohor Ward"
2655,"Buy This 1300 Square Feet Flat In Bayazid, Ali Nagar",3.0,3.0,4,vacant,1300.0,chattogram,"৳7,200,000","Ali Nagar, Bayazid"
2656,"A Rightly Planned 1500 Sq Ft Flat Is Found For Sale In 24 No. North Agrabad Ward, Double Mooring",3.0,3.0,10,vacant,1500.0,chattogram,"৳8,600,000","24 No. North Agrabad Ward, Double Mooring"
2657,"View This 1015 Sq Ft Flat For Sale At Double Mooring, 24 No. North Agrabad Ward",2.0,2.0,9,vacant,1015.0,chattogram,"৳5,887,000","24 No. North Agrabad Ward, Double Mooring"
2658,Grab This 1459 Sq Ft Flat For Sale At 24 No North Agrabad Ward,3.0,3.0,9,vacant,1459.0,chattogram,"৳8,462,200","24 No. North Agrabad Ward, Double Mooring"
2659,"A Suitable 1337 Sq Ft Flat For Sale At Double Mooring, 24 No. North Agrabad Ward",3.0,3.0,8,vacant,1337.0,chattogram,"৳7,754,600","24 No. North Agrabad Ward, Double Mooring"
2660,Get This 1459 Sq Ft Flat Up For Sale At Double Mooring,3.0,3.0,6,vacant,1459.0,chattogram,"৳8,462,200","24 No. North Agrabad Ward, Double Mooring"
2661,"1337 Sq Ft Flat For Sale In Double Mooring, With Good Home Facilities",3.0,3.0,3,vacant,1337.0,chattogram,"৳7,754,600","24 No. North Agrabad Ward, Double Mooring"
2662,Buy This 800 Sq Ft Ready Apartment In 33 No. Firingee Bazaar Ward,2.0,2.0,3,vacant,800.0,chattogram,"৳4,500,000","Abhoy Mitra Lane, 33 No. Firingee Bazaar Ward"
2664,1672 Sq Ft Secured Flat Is Up For Sale At 7 No. West Sholoshohor Ward,3.0,3.0,11,vacant,1672.0,chattogram,"৳8,000,000","Bibirhat, 7 No. West Sholoshohor Ward"
2665,This 1800 Sq Ft Apartment With 3 Bedrooms Is Up For Sale At South Khulsi,3.0,4.0,,vacant,1800.0,chattogram,"৳8,500,000","South Khulshi, Khulshi"
2666,2500 Square Feet Ready Flat For Sale In Panchlaish Residential Area,4.0,4.0,1,vacant,2500.0,chattogram,"৳17,500,000","Panchlaish Residential Area, 16 No. Chawk Bazaar Ward"
2667,1275 Sq Ft Residential Apartment For Sale At 14 No. Lalkhan Bazaar Ward,3.0,3.0,9,vacant,1275.0,chattogram,"৳7,393,750","Hill Side Residential Area, Lal Khan Bazaar"
2668,Reasonable And Cozy Flat Of 1275 Sq Ft Is Up For Sale At Lal Khan Bazaar,3.0,3.0,9,vacant,1275.0,chattogram,"৳7,393,750","Hill Side Residential Area, Lal Khan Bazaar"
2669,Grab A 1275 Sq Ft Residence For Sale At Lal Khan Bazaar,3.0,3.0,8,vacant,1275.0,chattogram,"৳7,393,750","Hill Side Residential Area, Lal Khan Bazaar"
2670,This Very New Nice Flat Of 1275 Sq Ft Is Up For Sale In Lal Khan Bazaar,3.0,3.0,7,vacant,1275.0,chattogram,"৳7,393,750","Hill Side Residential Area, Lal Khan Bazaar"
2671,Apartment For Sale In Kattali Nearby Kattali Jame Masjid,3.0,3.0,2,vacant,1500.0,chattogram,"৳6,500,000","Proshanti R/A, 10 No. North Kattali Ward"
2672,This Flat Is Ready For Sale At South Khulsi,3.0,3.0,,vacant,6000.0,chattogram,"৳95,000,000","South Khulshi, Khulshi"
